,0
5183,"The name ` buckwheat ' or ` beech wheat ' comes from its triangular seeds , which resemble the much larger seeds of the beech nut from the beech tree , and the fact that it is used like wheat."
5184,"Two days after he was sworn in as Prime Minister , the Wall Street Crash of 1929 occurred , marking the beginning of the Great Depression and subsequent Great Depression in Australia."
5185,"It was not until 1965 at the National Invitation Pocket Billiards Championship , seven years after his last first place finish , that he would repeat as champion in a sanctioned tournament."
5186,"However , stream ciphers can be susceptible to serious security problems if used incorrectly : see stream cipher attacks - in particular , the same starting state must never be used twice."
5187,"Although Suffer was not charted in Billboard , it is considered by many to be one of the best punk albums of the 1980s , as well as its follow-up No Control."
5188,"Beck 's work with The Yardbirds and The Jeff Beck Group 's 1968 album Truth were seminal influences on heavy metal music , which emerged in full force in the early 1970s."
5189,"In some cases , the far end system may have more functionality than a simple demultiplexer and so , while the demultiplexing still exists logically , it may never actually happen physically."
5190,"He tossed his sister 's head into the sky , where it became the moon , so that his mother would be comforted in seeing her daughter in the sky every night."
5191,"It provides a combination of personal revelation and eyewitness accounts of great events , such as the Great Plague of London , the Second Dutch War and the Great Fire of London."
5192,"They changed the band 's name to Shirley Temple 's Pussy and performed under this name for a short time , but then changed the name again due to record label pressure."
5193,"Megabats eat fruit , nectar or pollen while most microbats eat insects ; others may feed on the blood of animals , small mammals , fish , fruit , pollen or nectar."
5194,"He has won five Olympic gold medals , the most won by any Australian , and in 2001 he became the first person to win six gold medals in one World Championship."
5195,"It was here that he spent the last three years of his life , accompanied by his friend and apprentice , Count Francesco Melzi , supported by a pension totalling 10,000 scudi."
5196,"I was so sure that I was doing exactly what I 'd been put on this earth to do , and I would have done anything to make it onto that stage."
5197,"Much of the chocolate consumed today is in the form of sweet chocolate , combining chocolate with sugar . Milk chocolate is sweet chocolate that additionally contains milk powder or condensed milk."
5198,"The first company of pioneers arrived in the area May 2 , 1900 , and began the construction of the Sidon Canal to bring water to the town from the Shoshone River."
5199,"Midgard , is one of the Nine Worlds and is an old Germanic name for our world and is the home of Humans , with the literal meaning `` middle enclosure ''."
5200,"The Monty Hall problem is a probability puzzle based on the American television game show Let 's Make a Deal . The name comes from the show 's host , Monty Hall."
5201,"Throughout most of the film , his only true friend , aside from his mother , is the mouse , Timothy - a relationship parodying the stereotypical animosity between mice and elephants."
5202,The Prime Minister of New Zealand is New Zealand 's head of government consequent on being the leader of the party or coalition with majority support in the Parliament of New Zealand.
5203,"In the southern hemisphere , the name mollymawk is still well established in some areas , which is a corrupted form of malle-mugge , an old Dutch name for the Northern Fulmar."
5204,"In Mauritania alone , it is estimated that up to 600,000 men , women and children , or 20 % of the population , are enslaved with many used as bonded labor."
5205,"In Japan , miso soup and white rice make up the central dishes of the traditional Japanese breakfast , and so most Japanese people drink miso soup at least once a day."
5206,"In the game , you can play as any of the following animals : a dog , cat , duck , horse , mouse , rabbit , monkey , bear or pig."
5207,"The Ovens office , and the Kilmore office which opened the same day , were the fifth and sixth to open in the Port Phillip District and the first two inland offices."
5208,"Approximately three months after WrestleMania , Nikolai Volkoff and Iron Sheik lost the WWF Tag Team Championship back to The U.S. Express , whom they had won them from three months prior."
5209,"The area 's history begins with indigenous settlements , and the founding of the Virginia Colony in 1607 by the Virginia Company of London as the first permanent New World English colony."
5210,Soundgarden won two Grammy Awards in 1995 ; `` Black Hole Sun '' received the award for Best Hard Rock Performance and `` Spoonman '' received the award for Best Metal Performance.
5211,"Early hand-drawn maps gave way to magnetic symbols , which in turn gave way to bluescreen computer-generated imagery technology , each of which allowed the presenter greater control over the information displayed."
5212,"Bushranging numbers flourished in New South Wales with the rise of the colonial-born sons of poor , often ex-convict squatters who were drawn to a more glamorous life than mining or farming."
5213,"Chapman was a guest actress on two episodes of Magnum , P.I. - `` The Black Orchid '' from Season one and `` The Woman on the Beach '' from Season two."
